$$Name$Pricebook2.Name$Product2.Name$ProductSellingModel.Name$CurrencyIsoCode,CurrencyIsoCode,IsActive,Name,Pricebook2.$$Name$IsStandard,Product2.Name,ProductSellingModel.$$Name$SellingModelType,UnitPrice
Additional API Gov;Standard Price Book;Additional API Gov;Term Annual;GBP,GBP,true,Additional API Gov,Standard Price Book;true,Additional API Gov,Term Annual;TermDefined,1140
Additional API Pre-Prod;Standard Price Book;Additional API Pre-Prod;Term Annual;GBP,GBP,true,Additional API Pre-Prod,Standard Price Book;true,Additional API Pre-Prod,Term Annual;TermDefined,2550
Additional API Prod;Standard Price Book;Additional API Prod;Term Annual;GBP,GBP,true,Additional API Prod,Standard Price Book;true,Additional API Prod,Term Annual;TermDefined,2550
Additional Automation QB Credits;Standard Price Book;Additional Automation QB Credits;Evergreen Monthly;GBP,GBP,true,Additional Automation QB Credits,Standard Price Book;true,Additional Automation QB Credits,Evergreen Monthly;Evergreen,2
Additional Automation QB Credits;Standard Price Book;Additional Automation QB Credits;Term Annual;GBP,GBP,true,Additional Automation QB Credits,Standard Price Book;true,Additional Automation QB Credits,Term Annual;TermDefined,20
Additional Automation QB Credits;Standard Price Book;Additional Automation QB Credits;Term Monthly;GBP,GBP,true,Additional Automation QB Credits,Standard Price Book;true,Additional Automation QB Credits,Term Monthly;TermDefined,2
Additional Data Throughput (TB);Standard Price Book;Additional Data Throughput (TB);Evergreen Monthly;GBP,GBP,true,Additional Data Throughput (TB),Standard Price Book;true,Additional Data Throughput (TB),Evergreen Monthly;Evergreen,2510
Additional Data Throughput (TB);Standard Price Book;Additional Data Throughput (TB);Term Annual;GBP,GBP,true,Additional Data Throughput (TB),Standard Price Book;true,Additional Data Throughput (TB),Term Annual;TermDefined,29860
Additional Data Throughput (TB);Standard Price Book;Additional Data Throughput (TB);Term Monthly;GBP,GBP,true,Additional Data Throughput (TB),Standard Price Book;true,Additional Data Throughput (TB),Term Monthly;TermDefined,2360
Additional Flows - QB Starter;Standard Price Book;Additional Flows - QB Starter;Evergreen Monthly;GBP,GBP,true,Additional Flows - QB Starter,Standard Price Book;true,Additional Flows - QB Starter,Evergreen Monthly;Evergreen,1570
Additional Flows - QB Starter;Standard Price Book;Additional Flows - QB Starter;Term Annual;GBP,GBP,true,Additional Flows - QB Starter,Standard Price Book;true,Additional Flows - QB Starter,Term Annual;TermDefined,18860
Additional Flows - QB Starter;Standard Price Book;Additional Flows - QB Starter;Term Monthly;GBP,GBP,true,Additional Flows - QB Starter,Standard Price Book;true,Additional Flows - QB Starter,Term Monthly;TermDefined,1180
Additional Messages - QB Starter;Standard Price Book;Additional Messages - QB Starter;Evergreen Monthly;GBP,GBP,true,Additional Messages - QB Starter,Standard Price Book;true,Additional Messages - QB Starter,Evergreen Monthly;Evergreen,2750
Additional Messages - QB Starter;Standard Price Book;Additional Messages - QB Starter;Term Annual;GBP,GBP,true,Additional Messages - QB Starter,Standard Price Book;true,Additional Messages - QB Starter,Term Annual;TermDefined,23580
Additional Messages - QB Starter;Standard Price Book;Additional Messages - QB Starter;Term Monthly;GBP,GBP,true,Additional Messages - QB Starter,Standard Price Book;true,Additional Messages - QB Starter,Term Monthly;TermDefined,2360
Additional QB DataGraph (500M);Standard Price Book;Additional QB DataGraph (500M);Term Annual;GBP,GBP,true,Additional QB DataGraph (500M),Standard Price Book;true,Additional QB DataGraph (500M),Term Annual;TermDefined,19650
API Access Requests (AEH);Standard Price Book;API Access Requests (AEH);Evergreen Monthly;GBP,GBP,true,API Access Requests (AEH),Standard Price Book;true,API Access Requests (AEH),Evergreen Monthly;Evergreen,4
API Access Requests (AEH);Standard Price Book;API Access Requests (AEH);Term Annual;GBP,GBP,true,API Access Requests (AEH),Standard Price Book;true,API Access Requests (AEH),Term Annual;TermDefined,35
API Access Requests (AEH);Standard Price Book;API Access Requests (AEH);Term Monthly;GBP,GBP,true,API Access Requests (AEH),Standard Price Book;true,API Access Requests (AEH),Term Monthly;TermDefined,4
C13 to C14 Power Cable 3';Standard Price Book;C13 to C14 Power Cable 3';One-Time;GBP,GBP,true,C13 to C14 Power Cable 3',Standard Price Book;true,C13 to C14 Power Cable 3',One-Time;OneTime,200
Configured Power Cable;Standard Price Book;Configured Power Cable;One-Time;GBP,GBP,true,Configured Power Cable,Standard Price Book;true,Configured Power Cable,One-Time;OneTime,200
Data Normalization Expert;Standard Price Book;Data Normalization Expert;One-Time;GBP,GBP,true,Data Normalization Expert,Standard Price Book;true,Data Normalization Expert,One-Time;OneTime,240
Gold Hardware Maintenance;Standard Price Book;Gold Hardware Maintenance;Term Annual;GBP,GBP,true,Gold Hardware Maintenance,Standard Price Book;true,Gold Hardware Maintenance,Term Annual;TermDefined,23580
Implementation Engineer;Standard Price Book;Implementation Engineer;One-Time;GBP,GBP,true,Implementation Engineer,Standard Price Book;true,Implementation Engineer,One-Time;OneTime,240
Integration Specialist Engineer;Standard Price Book;Integration Specialist Engineer;One-Time;GBP,GBP,true,Integration Specialist Engineer,Standard Price Book;true,Integration Specialist Engineer,One-Time;OneTime,280
Intel X710 Dual Port 10Gb Direct Attach;Standard Price Book;Intel X710 Dual Port 10Gb Direct Attach;One-Time;GBP,GBP,true,Intel X710 Dual Port 10Gb Direct Attach,Standard Price Book;true,Intel X710 Dual Port 10Gb Direct Attach,One-Time;OneTime,1260
Intel X710 Dual Port 10Gb SFP;Standard Price Book;Intel X710 Dual Port 10Gb SFP;One-Time;GBP,GBP,true,Intel X710 Dual Port 10Gb SFP,Standard Price Book;true,Intel X710 Dual Port 10Gb SFP,One-Time;OneTime,1260
Intel Xeon E5-2609 v4 1.7GHz;Standard Price Book;Intel Xeon E5-2609 v4 1.7GHz;One-Time;GBP,GBP,true,Intel Xeon E5-2609 v4 1.7GHz,Standard Price Book;true,Intel Xeon E5-2609 v4 1.7GHz,One-Time;OneTime,1180
Intel Xeon E5-2660 v4 2.0GHz;Standard Price Book;Intel Xeon E5-2660 v4 2.0GHz;One-Time;GBP,GBP,true,Intel Xeon E5-2660 v4 2.0GHz,Standard Price Book;true,Intel Xeon E5-2660 v4 2.0GHz,One-Time;OneTime,1340
Intel Xeon E5-2667 v4 3.2GHz;Standard Price Book;Intel Xeon E5-2667 v4 3.2GHz;One-Time;GBP,GBP,true,Intel Xeon E5-2667 v4 3.2GHz,Standard Price Book;true,Intel Xeon E5-2667 v4 3.2GHz,One-Time;OneTime,1960
Intel Xeon E5-2683 v4 2.1GHz;Standard Price Book;Intel Xeon E5-2683 v4 2.1GHz;One-Time;GBP,GBP,true,Intel Xeon E5-2683 v4 2.1GHz,Standard Price Book;true,Intel Xeon E5-2683 v4 2.1GHz,One-Time;OneTime,1100
Module Extension Engineer;Standard Price Book;Module Extension Engineer;One-Time;GBP,GBP,true,Module Extension Engineer,Standard Price Book;true,Module Extension Engineer,One-Time;OneTime,240
PowerSwerve R750 Rack Server;Standard Price Book;PowerSwerve R750 Rack Server;One-Time;GBP,GBP,true,PowerSwerve R750 Rack Server,Standard Price Book;true,PowerSwerve R750 Rack Server,One-Time;OneTime,3060
Professional Services Daily Rate;Standard Price Book;Professional Services Daily Rate;One-Time;GBP,GBP,true,Professional Services Daily Rate,Standard Price Book;true,Professional Services Daily Rate,One-Time;OneTime,200
Professional Services Scope of Work;Standard Price Book;Professional Services Scope of Work;One-Time;GBP,GBP,true,Professional Services Scope of Work,Standard Price Book;true,Professional Services Scope of Work,One-Time;OneTime,19650
Program Director;Standard Price Book;Program Director;One-Time;GBP,GBP,true,Program Director,Standard Price Book;true,Program Director,One-Time;OneTime,280
Project Manager;Standard Price Book;Project Manager;One-Time;GBP,GBP,true,Project Manager,Standard Price Book;true,Project Manager,One-Time;OneTime,240
QB API Management Solution;Standard Price Book;QB API Management Solution;Evergreen Monthly;GBP,GBP,true,QB API Management Solution,Standard Price Book;true,QB API Management Solution,Evergreen Monthly;Evergreen,790
QB API Management Solution;Standard Price Book;QB API Management Solution;Term Annual;GBP,GBP,true,QB API Management Solution,Standard Price Book;true,QB API Management Solution,Term Annual;TermDefined,9430
QB API Management Solution;Standard Price Book;QB API Management Solution;Term Monthly;GBP,GBP,true,QB API Management Solution,Standard Price Book;true,QB API Management Solution,Term Monthly;TermDefined,790
Quality Assurance Engineer;Standard Price Book;Quality Assurance Engineer;One-Time;GBP,GBP,true,Quality Assurance Engineer,Standard Price Book;true,Quality Assurance Engineer,One-Time;OneTime,240
QuantumBit Complete Solution;Standard Price Book;QuantumBit Complete Solution;Evergreen Monthly;GBP,GBP,true,QuantumBit Complete Solution,Standard Price Book;true,QuantumBit Complete Solution,Evergreen Monthly;Evergreen,0
QuantumBit Complete Solution;Standard Price Book;QuantumBit Complete Solution;One-Time;GBP,GBP,true,QuantumBit Complete Solution,Standard Price Book;true,QuantumBit Complete Solution,One-Time;OneTime,0
QuantumBit Complete Solution;Standard Price Book;QuantumBit Complete Solution;Term Annual;GBP,GBP,true,QuantumBit Complete Solution,Standard Price Book;true,QuantumBit Complete Solution,Term Annual;TermDefined,0
QuantumBit Complete Solution;Standard Price Book;QuantumBit Complete Solution;Term Monthly;GBP,GBP,true,QuantumBit Complete Solution,Standard Price Book;true,QuantumBit Complete Solution,Term Monthly;TermDefined,0
QuantumBit Essentials Training;Standard Price Book;QuantumBit Essentials Training;One-Time;GBP,GBP,true,QuantumBit Essentials Training,Standard Price Book;true,QuantumBit Essentials Training,One-Time;OneTime,6680
QuantumBit Fundamentals Training;Standard Price Book;QuantumBit Fundamentals Training;One-Time;GBP,GBP,true,QuantumBit Fundamentals Training,Standard Price Book;true,QuantumBit Fundamentals Training,One-Time;OneTime,5110
QuantumBit Services Project;Standard Price Book;QuantumBit Services Project;One-Time;GBP,GBP,true,QuantumBit Services Project,Standard Price Book;true,QuantumBit Services Project,One-Time;OneTime,0
QuantumBit Starter;Standard Price Book;QuantumBit Starter;One-Time;GBP,GBP,true,QuantumBit Starter,Standard Price Book;true,QuantumBit Starter,One-Time;OneTime,0
Silver Hardware Maintenance;Standard Price Book;Silver Hardware Maintenance;Term Annual;GBP,GBP,true,Silver Hardware Maintenance,Standard Price Book;true,Silver Hardware Maintenance,Term Annual;TermDefined,19650
Solutions Architect;Standard Price Book;Solutions Architect;One-Time;GBP,GBP,true,Solutions Architect,Standard Price Book;true,Solutions Architect,One-Time;OneTime,390
Subscription;Standard Price Book;Subscription;Evergreen Annual;GBP,GBP,true,Subscription,Standard Price Book;true,Subscription,Evergreen Annual;Evergreen,330
Subscription;Standard Price Book;Subscription;Evergreen Monthly;GBP,GBP,true,Subscription,Standard Price Book;true,Subscription,Evergreen Monthly;Evergreen,30
Subscription;Standard Price Book;Subscription;Term Annual;GBP,GBP,true,Subscription,Standard Price Book;true,Subscription,Term Annual;TermDefined,280
Subscription;Standard Price Book;Subscription;Term Monthly;GBP,GBP,true,Subscription,Standard Price Book;true,Subscription,Term Monthly;TermDefined,20
16GB RDIMM;Standard Price Book;16GB RDIMM;One-Time;EUR,EUR,true,16GB RDIMM,Standard Price Book;true,16GB RDIMM,One-Time;OneTime,550
1TB 7.2k RPM NLSAS;Standard Price Book;1TB 7.2k RPM NLSAS;One-Time;EUR,EUR,true,1TB 7.2k RPM NLSAS,Standard Price Book;true,1TB 7.2k RPM NLSAS,One-Time;OneTime,460
32GB RDIMM;Standard Price Book;32GB RDIMM;One-Time;EUR,EUR,true,32GB RDIMM,Standard Price Book;true,32GB RDIMM,One-Time;OneTime,820
4TB 7.2k RPM NLSAS;Standard Price Book;4TB 7.2k RPM NLSAS;One-Time;EUR,EUR,true,4TB 7.2k RPM NLSAS,Standard Price Book;true,4TB 7.2k RPM NLSAS,One-Time;OneTime,740
8GB RDIMM;Standard Price Book;8GB RDIMM;One-Time;EUR,EUR,true,8GB RDIMM,Standard Price Book;true,8GB RDIMM,One-Time;OneTime,370
8TB 7.2k RPM NLSAS;Standard Price Book;8TB 7.2k RPM NLSAS;One-Time;EUR,EUR,true,8TB 7.2k RPM NLSAS,Standard Price Book;true,8TB 7.2k RPM NLSAS,One-Time;OneTime,920
8TB 7.2k RPM Self-Encrypting NLSAS;Standard Price Book;8TB 7.2k RPM Self-Encrypting NLSAS;One-Time;EUR,EUR,true,8TB 7.2k RPM Self-Encrypting NLSAS,Standard Price Book;true,8TB 7.2k RPM Self-Encrypting NLSAS,One-Time;OneTime,1100
Additional API;Standard Price Book;Additional API;Evergreen Monthly;EUR,EUR,true,Additional API,Standard Price Book;true,Additional API,Evergreen Monthly;Evergreen,1840
Additional API;Standard Price Book;Additional API;Term Annual;EUR,EUR,true,Additional API,Standard Price Book;true,Additional API,Term Annual;TermDefined,13800
Additional API;Standard Price Book;Additional API;Term Monthly;EUR,EUR,true,Additional API,Standard Price Book;true,Additional API,Term Monthly;TermDefined,1380
Additional API Flex (100M);Standard Price Book;Additional API Flex (100M);Term Annual;EUR,EUR,true,Additional API Flex (100M),Standard Price Book;true,Additional API Flex (100M),Term Annual;TermDefined,410
Additional API Gov;Standard Price Book;Additional API Gov;Term Annual;EUR,EUR,true,Additional API Gov,Standard Price Book;true,Additional API Gov,Term Annual;TermDefined,1330
Additional API Pre-Prod;Standard Price Book;Additional API Pre-Prod;Term Annual;EUR,EUR,true,Additional API Pre-Prod,Standard Price Book;true,Additional API Pre-Prod,Term Annual;TermDefined,2980
Additional API Prod;Standard Price Book;Additional API Prod;Term Annual;EUR,EUR,true,Additional API Prod,Standard Price Book;true,Additional API Prod,Term Annual;TermDefined,2980
Additional Automation QB Credits;Standard Price Book;Additional Automation QB Credits;Evergreen Monthly;EUR,EUR,true,Additional Automation QB Credits,Standard Price Book;true,Additional Automation QB Credits,Evergreen Monthly;Evergreen,2
Additional Automation QB Credits;Standard Price Book;Additional Automation QB Credits;Term Annual;EUR,EUR,true,Additional Automation QB Credits,Standard Price Book;true,Additional Automation QB Credits,Term Annual;TermDefined,23
Additional Automation QB Credits;Standard Price Book;Additional Automation QB Credits;Term Monthly;EUR,EUR,true,Additional Automation QB Credits,Standard Price Book;true,Additional Automation QB Credits,Term Monthly;TermDefined,2
Additional Data Throughput (TB);Standard Price Book;Additional Data Throughput (TB);Evergreen Monthly;EUR,EUR,true,Additional Data Throughput (TB),Standard Price Book;true,Additional Data Throughput (TB),Evergreen Monthly;Evergreen,2940
Additional Data Throughput (TB);Standard Price Book;Additional Data Throughput (TB);Term Annual;EUR,EUR,true,Additional Data Throughput (TB),Standard Price Book;true,Additional Data Throughput (TB),Term Annual;TermDefined,34960
Additional Data Throughput (TB);Standard Price Book;Additional Data Throughput (TB);Term Monthly;EUR,EUR,true,Additional Data Throughput (TB),Standard Price Book;true,Additional Data Throughput (TB),Term Monthly;TermDefined,2760
Additional Flows - QB Starter;Standard Price Book;Additional Flows - QB Starter;Evergreen Monthly;EUR,EUR,true,Additional Flows - QB Starter,Standard Price Book;true,Additional Flows - QB Starter,Evergreen Monthly;Evergreen,1840
Additional Flows - QB Starter;Standard Price Book;Additional Flows - QB Starter;Term Annual;EUR,EUR,true,Additional Flows - QB Starter,Standard Price Book;true,Additional Flows - QB Starter,Term Annual;TermDefined,22080
Additional Flows - QB Starter;Standard Price Book;Additional Flows - QB Starter;Term Monthly;EUR,EUR,true,Additional Flows - QB Starter,Standard Price Book;true,Additional Flows - QB Starter,Term Monthly;TermDefined,1380
Additional Messages - QB Starter;Standard Price Book;Additional Messages - QB Starter;Evergreen Monthly;EUR,EUR,true,Additional Messages - QB Starter,Standard Price Book;true,Additional Messages - QB Starter,Evergreen Monthly;Evergreen,3220
Additional Messages - QB Starter;Standard Price Book;Additional Messages - QB Starter;Term Annual;EUR,EUR,true,Additional Messages - QB Starter,Standard Price Book;true,Additional Messages - QB Starter,Term Annual;TermDefined,27600
Additional Messages - QB Starter;Standard Price Book;Additional Messages - QB Starter;Term Monthly;EUR,EUR,true,Additional Messages - QB Starter,Standard Price Book;true,Additional Messages - QB Starter,Term Monthly;TermDefined,2760
Additional QB DataGraph (500M);Standard Price Book;Additional QB DataGraph (500M);Term Annual;EUR,EUR,true,Additional QB DataGraph (500M),Standard Price Book;true,Additional QB DataGraph (500M),Term Annual;TermDefined,23000
API Access Requests (AEH);Standard Price Book;API Access Requests (AEH);Evergreen Monthly;EUR,EUR,true,API Access Requests (AEH),Standard Price Book;true,API Access Requests (AEH),Evergreen Monthly;Evergreen,5
API Access Requests (AEH);Standard Price Book;API Access Requests (AEH);Term Annual;EUR,EUR,true,API Access Requests (AEH),Standard Price Book;true,API Access Requests (AEH),Term Annual;TermDefined,41
API Access Requests (AEH);Standard Price Book;API Access Requests (AEH);Term Monthly;EUR,EUR,true,API Access Requests (AEH),Standard Price Book;true,API Access Requests (AEH),Term Monthly;TermDefined,5
C13 to C14 Power Cable 3';Standard Price Book;C13 to C14 Power Cable 3';One-Time;EUR,EUR,true,C13 to C14 Power Cable 3',Standard Price Book;true,C13 to C14 Power Cable 3',One-Time;OneTime,230
Configured Power Cable;Standard Price Book;Configured Power Cable;One-Time;EUR,EUR,true,Configured Power Cable,Standard Price Book;true,Configured Power Cable,One-Time;OneTime,230
Data Normalization Expert;Standard Price Book;Data Normalization Expert;One-Time;EUR,EUR,true,Data Normalization Expert,Standard Price Book;true,Data Normalization Expert,One-Time;OneTime,280
Gold Hardware Maintenance;Standard Price Book;Gold Hardware Maintenance;Term Annual;EUR,EUR,true,Gold Hardware Maintenance,Standard Price Book;true,Gold Hardware Maintenance,Term Annual;TermDefined,27600
Implementation Engineer;Standard Price Book;Implementation Engineer;One-Time;EUR,EUR,true,Implementation Engineer,Standard Price Book;true,Implementation Engineer,One-Time;OneTime,280
Integration Specialist Engineer;Standard Price Book;Integration Specialist Engineer;One-Time;EUR,EUR,true,Integration Specialist Engineer,Standard Price Book;true,Integration Specialist Engineer,One-Time;OneTime,320
Intel X710 Dual Port 10Gb Direct Attach;Standard Price Book;Intel X710 Dual Port 10Gb Direct Attach;One-Time;EUR,EUR,true,Intel X710 Dual Port 10Gb Direct Attach,Standard Price Book;true,Intel X710 Dual Port 10Gb Direct Attach,One-Time;OneTime,1470
Intel X710 Dual Port 10Gb SFP;Standard Price Book;Intel X710 Dual Port 10Gb SFP;One-Time;EUR,EUR,true,Intel X710 Dual Port 10Gb SFP,Standard Price Book;true,Intel X710 Dual Port 10Gb SFP,One-Time;OneTime,1470
Intel Xeon E5-2609 v4 1.7GHz;Standard Price Book;Intel Xeon E5-2609 v4 1.7GHz;One-Time;EUR,EUR,true,Intel Xeon E5-2609 v4 1.7GHz,Standard Price Book;true,Intel Xeon E5-2609 v4 1.7GHz,One-Time;OneTime,1380
Intel Xeon E5-2660 v4 2.0GHz;Standard Price Book;Intel Xeon E5-2660 v4 2.0GHz;One-Time;EUR,EUR,true,Intel Xeon E5-2660 v4 2.0GHz,Standard Price Book;true,Intel Xeon E5-2660 v4 2.0GHz,One-Time;OneTime,1560
Intel Xeon E5-2667 v4 3.2GHz;Standard Price Book;Intel Xeon E5-2667 v4 3.2GHz;One-Time;EUR,EUR,true,Intel Xeon E5-2667 v4 3.2GHz,Standard Price Book;true,Intel Xeon E5-2667 v4 3.2GHz,One-Time;OneTime,2300
Intel Xeon E5-2683 v4 2.1GHz;Standard Price Book;Intel Xeon E5-2683 v4 2.1GHz;One-Time;EUR,EUR,true,Intel Xeon E5-2683 v4 2.1GHz,Standard Price Book;true,Intel Xeon E5-2683 v4 2.1GHz,One-Time;OneTime,1290
Module Extension Engineer;Standard Price Book;Module Extension Engineer;One-Time;EUR,EUR,true,Module Extension Engineer,Standard Price Book;true,Module Extension Engineer,One-Time;OneTime,280
PowerSwerve R750 Rack Server;Standard Price Book;PowerSwerve R750 Rack Server;One-Time;EUR,EUR,true,PowerSwerve R750 Rack Server,Standard Price Book;true,PowerSwerve R750 Rack Server,One-Time;OneTime,3590
Professional Services Daily Rate;Standard Price Book;Professional Services Daily Rate;One-Time;EUR,EUR,true,Professional Services Daily Rate,Standard Price Book;true,Professional Services Daily Rate,One-Time;OneTime,230
Professional Services Scope of Work;Standard Price Book;Professional Services Scope of Work;One-Time;EUR,EUR,true,Professional Services Scope of Work,Standard Price Book;true,Professional Services Scope of Work,One-Time;OneTime,23000
Program Director;Standard Price Book;Program Director;One-Time;EUR,EUR,true,Program Director,Standard Price Book;true,Program Director,One-Time;OneTime,320
Project Manager;Standard Price Book;Project Manager;One-Time;EUR,EUR,true,Project Manager,Standard Price Book;true,Project Manager,One-Time;OneTime,280
QB API Management Solution;Standard Price Book;QB API Management Solution;Evergreen Monthly;EUR,EUR,true,QB API Management Solution,Standard Price Book;true,QB API Management Solution,Evergreen Monthly;Evergreen,920
QB API Management Solution;Standard Price Book;QB API Management Solution;Term Annual;EUR,EUR,true,QB API Management Solution,Standard Price Book;true,QB API Management Solution,Term Annual;TermDefined,11040
QB API Management Solution;Standard Price Book;QB API Management Solution;Term Monthly;EUR,EUR,true,QB API Management Solution,Standard Price Book;true,QB API Management Solution,Term Monthly;TermDefined,920
Quality Assurance Engineer;Standard Price Book;Quality Assurance Engineer;One-Time;EUR,EUR,true,Quality Assurance Engineer,Standard Price Book;true,Quality Assurance Engineer,One-Time;OneTime,280
QuantumBit Complete Solution;Standard Price Book;QuantumBit Complete Solution;Evergreen Monthly;EUR,EUR,true,QuantumBit Complete Solution,Standard Price Book;true,QuantumBit Complete Solution,Evergreen Monthly;Evergreen,0
QuantumBit Complete Solution;Standard Price Book;QuantumBit Complete Solution;One-Time;EUR,EUR,true,QuantumBit Complete Solution,Standard Price Book;true,QuantumBit Complete Solution,One-Time;OneTime,0
QuantumBit Complete Solution;Standard Price Book;QuantumBit Complete Solution;Term Annual;EUR,EUR,true,QuantumBit Complete Solution,Standard Price Book;true,QuantumBit Complete Solution,Term Annual;TermDefined,0
QuantumBit Complete Solution;Standard Price Book;QuantumBit Complete Solution;Term Monthly;EUR,EUR,true,QuantumBit Complete Solution,Standard Price Book;true,QuantumBit Complete Solution,Term Monthly;TermDefined,0
QuantumBit Essentials Training;Standard Price Book;QuantumBit Essentials Training;One-Time;EUR,EUR,true,QuantumBit Essentials Training,Standard Price Book;true,QuantumBit Essentials Training,One-Time;OneTime,7820
QuantumBit Fundamentals Training;Standard Price Book;QuantumBit Fundamentals Training;One-Time;EUR,EUR,true,QuantumBit Fundamentals Training,Standard Price Book;true,QuantumBit Fundamentals Training,One-Time;OneTime,5980
QuantumBit Services Project;Standard Price Book;QuantumBit Services Project;One-Time;EUR,EUR,true,QuantumBit Services Project,Standard Price Book;true,QuantumBit Services Project,One-Time;OneTime,0
QuantumBit Starter;Standard Price Book;QuantumBit Starter;One-Time;EUR,EUR,true,QuantumBit Starter,Standard Price Book;true,QuantumBit Starter,One-Time;OneTime,0
Silver Hardware Maintenance;Standard Price Book;Silver Hardware Maintenance;Term Annual;EUR,EUR,true,Silver Hardware Maintenance,Standard Price Book;true,Silver Hardware Maintenance,Term Annual;TermDefined,23000
Solutions Architect;Standard Price Book;Solutions Architect;One-Time;EUR,EUR,true,Solutions Architect,Standard Price Book;true,Solutions Architect,One-Time;OneTime,460
Subscription;Standard Price Book;Subscription;Evergreen Annual;EUR,EUR,true,Subscription,Standard Price Book;true,Subscription,Evergreen Annual;Evergreen,390
Subscription;Standard Price Book;Subscription;Evergreen Monthly;EUR,EUR,true,Subscription,Standard Price Book;true,Subscription,Evergreen Monthly;Evergreen,30
Subscription;Standard Price Book;Subscription;Term Annual;EUR,EUR,true,Subscription,Standard Price Book;true,Subscription,Term Annual;TermDefined,330
Subscription;Standard Price Book;Subscription;Term Monthly;EUR,EUR,true,Subscription,Standard Price Book;true,Subscription,Term Monthly;TermDefined,30
16GB RDIMM;Standard Price Book;16GB RDIMM;One-Time;CHF,CHF,true,16GB RDIMM,Standard Price Book;true,16GB RDIMM,One-Time;OneTime,530
1TB 7.2k RPM NLSAS;Standard Price Book;1TB 7.2k RPM NLSAS;One-Time;CHF,CHF,true,1TB 7.2k RPM NLSAS,Standard Price Book;true,1TB 7.2k RPM NLSAS,One-Time;OneTime,440
32GB RDIMM;Standard Price Book;32GB RDIMM;One-Time;CHF,CHF,true,32GB RDIMM,Standard Price Book;true,32GB RDIMM,One-Time;OneTime,790
4TB 7.2k RPM NLSAS;Standard Price Book;4TB 7.2k RPM NLSAS;One-Time;CHF,CHF,true,4TB 7.2k RPM NLSAS,Standard Price Book;true,4TB 7.2k RPM NLSAS,One-Time;OneTime,710
8GB RDIMM;Standard Price Book;8GB RDIMM;One-Time;CHF,CHF,true,8GB RDIMM,Standard Price Book;true,8GB RDIMM,One-Time;OneTime,350
8TB 7.2k RPM NLSAS;Standard Price Book;8TB 7.2k RPM NLSAS;One-Time;CHF,CHF,true,8TB 7.2k RPM NLSAS,Standard Price Book;true,8TB 7.2k RPM NLSAS,One-Time;OneTime,890
8TB 7.2k RPM Self-Encrypting NLSAS;Standard Price Book;8TB 7.2k RPM Self-Encrypting NLSAS;One-Time;CHF,CHF,true,8TB 7.2k RPM Self-Encrypting NLSAS,Standard Price Book;true,8TB 7.2k RPM Self-Encrypting NLSAS,One-Time;OneTime,1070
Additional API;Standard Price Book;Additional API;Evergreen Monthly;CHF,CHF,true,Additional API,Standard Price Book;true,Additional API,Evergreen Monthly;Evergreen,1780
Additional API;Standard Price Book;Additional API;Term Annual;CHF,CHF,true,Additional API,Standard Price Book;true,Additional API,Term Annual;TermDefined,13330
Additional API;Standard Price Book;Additional API;Term Monthly;CHF,CHF,true,Additional API,Standard Price Book;true,Additional API,Term Monthly;TermDefined,1330
Additional API Flex (100M);Standard Price Book;Additional API Flex (100M);Term Annual;CHF,CHF,true,Additional API Flex (100M),Standard Price Book;true,Additional API Flex (100M),Term Annual;TermDefined,400
Additional API Gov;Standard Price Book;Additional API Gov;Term Annual;CHF,CHF,true,Additional API Gov,Standard Price Book;true,Additional API Gov,Term Annual;TermDefined,1290
Additional API Pre-Prod;Standard Price Book;Additional API Pre-Prod;Term Annual;CHF,CHF,true,Additional API Pre-Prod,Standard Price Book;true,Additional API Pre-Prod,Term Annual;TermDefined,2880
Additional API Prod;Standard Price Book;Additional API Prod;Term Annual;CHF,CHF,true,Additional API Prod,Standard Price Book;true,Additional API Prod,Term Annual;TermDefined,2880
Additional Automation QB Credits;Standard Price Book;Additional Automation QB Credits;Evergreen Monthly;CHF,CHF,true,Additional Automation QB Credits,Standard Price Book;true,Additional Automation QB Credits,Evergreen Monthly;Evergreen,2
Additional Automation QB Credits;Standard Price Book;Additional Automation QB Credits;Term Annual;CHF,CHF,true,Additional Automation QB Credits,Standard Price Book;true,Additional Automation QB Credits,Term Annual;TermDefined,22
Additional Automation QB Credits;Standard Price Book;Additional Automation QB Credits;Term Monthly;CHF,CHF,true,Additional Automation QB Credits,Standard Price Book;true,Additional Automation QB Credits,Term Monthly;TermDefined,2
Additional Data Throughput (TB);Standard Price Book;Additional Data Throughput (TB);Evergreen Monthly;CHF,CHF,true,Additional Data Throughput (TB),Standard Price Book;true,Additional Data Throughput (TB),Evergreen Monthly;Evergreen,2840
Additional Data Throughput (TB);Standard Price Book;Additional Data Throughput (TB);Term Annual;CHF,CHF,true,Additional Data Throughput (TB),Standard Price Book;true,Additional Data Throughput (TB),Term Annual;TermDefined,33770
Additional Data Throughput (TB);Standard Price Book;Additional Data Throughput (TB);Term Monthly;CHF,CHF,true,Additional Data Throughput (TB),Standard Price Book;true,Additional Data Throughput (TB),Term Monthly;TermDefined,2670
Additional Flows - QB Starter;Standard Price Book;Additional Flows - QB Starter;Evergreen Monthly;CHF,CHF,true,Additional Flows - QB Starter,Standard Price Book;true,Additional Flows - QB Starter,Evergreen Monthly;Evergreen,1780
